Index,gameid&date,TeamIDsDate,Unnamed: 3,gameid,officials_ref,officials_ump,officials_lj,officials_line,officials_bj,officials_fj,officials_sj,officials_cj,officials_alt,homeid,homename,visid,visname,date,location,stadium,start_time,end_time,duration,attend,temp,wind,weather,postseason,leaguegame,neutralgame,nightgame,score_home,record_home,rank_home,penalties_no_home,penalties_yds_home,fumbles_no_home,fumbles_lost_home,rush_att_home,rush_yds_home,rush_gain_home,rush_loss_home,rush_td_home,rush_long_home,pass_comp_home,pass_att_home,pass_int_home,pass_yds_home,pass_td_home,pass_long_home,pass_sacks_home,pass_sackyds_home,score_vis,record_vis,rank_vis,penalties_no_vis,penalties_yds_vis,fumbles_no_vis,fumbles_lost_vis,rush_att_vis,rush_yds_vis,rush_gain_vis,rush_loss_vis,rush_td_vis,rush_long_vis,pass_comp_vis,pass_att_vis,pass_int_vis,pass_yds_vis,pass_td_vis,pass_long_vis,pass_sacks_vis,pass_sackyds_vis,Matchup,MatchupTeam1,MatchupTeam2,HomeWeightedRank,VisitorWeightedRank,MatchupWeightedRank,SEC EAST,SEC West,SEC INTERDIVISIONAL,Matchup_Full_TeamNames,Rank Home - Missing Data List,Rank Vis - Missing Data list,weatherb,Date,GAME,GameID,Visitor Team,Home Team,VisTeamID,HomeTeamID,RATING,VIEWERS,Network
78,09-29-2018UGA1805,TENN@UGA09-29-2018,779,UGA1805,John McDaid,Tom Quick,Chad Lorance,Gary Jayroe,Tra Boger,Sean Petty,Allan Nicholson,Brian Davis,Brian Davis,UGA,Georgia,TENN,Tennessee,2018-09-29,"Athens, Ga.",Sanford Stadium,3:36,6:46,3:10,92746,85,3 var,Partly cloudy,0,Y,0,character(0),38,May-00,2,6,40,4,0,50,251,271,20,5,16,17,24,0,190,0,23,3,15,12,3-Feb,character(0),5,25,1,1,25,66,80,14,0,17,13,21,0,143,2,37,2,8,TENN-UGA,TENN,UGA,2,50,52,EAST,0,0,Tennessee vs Georgia,2,character(0),0,9/29/18,Tennessee @ Georgia,Tennessee-Georgia09-29-2018,Tennessee,Georgia,TENN,UGA,2.3,3660000.0,CBS
82,09-22-2018UT0922,UF@TENN09-22-2018,767,UT0922,James Carter,Russ Pulley,Tim Beard,Johnny Crawford,Dax Hill,J. Taylor,Glen Fucik,Wayne Winkler,Wayne Winkler,TENN,Tennessee,UF,Florida,2018-09-22,"Knoxville, Tenn.",Neyland Stadium,7:05 PM,10:31 PM,3:26,100027,85,N 3 mph,Partly Cloudy,0,Y,0,Y,21,2-Feb,character(0),6,58,4,4,54,156,187,31,2,43,10,25,2,208,0,51,1,10,47,1-Mar,character(0),10,79,1,1,34,201,218,17,3,47,10,19,0,186,3,65,2,14,TENN-UF,TENN,UF,50,50,100,EAST,0,0,Tennessee vs Florida,,,0,9/22/18,Florida @ Tennessee,Florida-Tennessee09-22-2018,Florida,Tennessee,UF,TENN,,2107767.0,ESPN
83,09-22-2018MIZZ4,UGA@MIZZU09-22-2018,768,MIZZ4,Marc Curles,Brent Sowell,Chris Conway,Randall Kizer,Matt Hollifield,Wes Booker,Eduardo Balbis,Chris Garner,Chris Garner,MIZZU,Missouri,UGA,Georgia,2018-09-22,"Columbia, Mo.",Memorial Stadium,11:02 AM,2:40 PM,3:38,58284,64,ENE 8,Sunny,0,Y,0,character(0),29,1-Mar,character(0),5,30,3,2,37,172,181,9,4,16,23,48,1,221,0,25,2,14,43,Apr-00,2,7,66,0,0,40,185,192,7,0,19,13,23,1,260,3,61,0,0,MIZZU-UGA,MIZZU,UGA,50,2,52,EAST,0,0,Missouri vs Georgia,character(0),2,0,9/22/18,Georgia @ Missouri,Georgia-Missouri09-22-2018,Georgia,Missouri,UGA,MIZZU,,3328322.0,ESPN
85,09-22-2018LS04,LATECH@LSU09-22-2018,770,LS04,David Smith,Paul Myers,Marc Bovos,Ralph Green,Wayne Gautney,Andy Britton,Allan Nicholson,Kevin Vicknair,Kevin Vicknair,LSU,LSU,LATECH,Louisiana Tech,2018-09-22,"Baton Rouge, La.",Tiger Stadium,6:02 PM,9:29 PM,3:27,102321,78,SSE 8mph,Light Rain,0,character(0),0,Y,38,Apr-00,6,4,45,1,1,48,218,240,22,5,28,16,28,0,191,0,28,1,13,21,1-Feb,character(0),6,48,1,1,26,87,98,11,0,17,27,50,1,330,3,42,2,7,LATECH-LSU,LATECH,LSU,6,50,56,0,0,0,Louisiana Tech vs LSU,6,character(0),1,9/22/18,Louisiana Tech @ LSU,Louisiana Tech-LSU09-22-2018,Louisiana Tech,LSU,LATECH,LSU,,630543.0,ESPNU
86,09-22-2018GM04_MSU,MS@UK09-22-2018,771,GM04_MSU,Hubert Owens,Walt Hill,Chuck Rice,Chad Green,Martin Hankins,Greg Thomas,Mike Boshers,Jason Mcarthur,Jason Mcarthur,UK,Kentucky,MS,Mississippi State,2018-09-22,"Lexington, Ky.",Kroger Field,7:05,10:14,3:09,60037,62,8 NE,Steady rain,0,Y,0,Y,28,Apr-00,character(0),5,42,0,0,47,229,270,41,4,36,8,14,1,71,0,23,3,30,7,1-Mar,character(0),16,139,0,0,28,56,83,27,1,12,16,32,1,145,0,24,3,23,MS-UK,MS,UK,50,50,100,0,0,INTER,Mississippi State vs Kentucky,,14,1,9/22/18,Mississippi State @ Kentucky,Mississippi State-Kentucky09-22-2018,Mississippi State,Kentucky,MS,UK,,1218693.0,ESPN2
88,09-22-201804UA-TAM,TAMU@UA09-22-2018,773,04UA-TAM,Matt Loeffler,Stan Weihe,Michael Shirey,GA Gus Morris,Tra Boger,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,UA,Alabama,TAMU,Texas A&M,2018-09-22,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:40 PM,6:03 PM,3:23,101821,86,SE@8mph,Partly Sunny,0,Y,0,character(0),45,Apr-00,1,9,82,1,0,28,109,127,18,2,35,25,33,0,415,4,57,0,0,23,2-Feb,22,4,50,0,0,28,130,164,34,1,54,23,44,2,263,1,26,7,31,TAMU-UA,TAMU,UA,1,22,23,0,WEST,0,Texas A&M vs Alabama,1,22,0,9/22/18,Texas A&M @ Alabama,Texas A&M-Alabama09-22-2018,Texas A&M,Alabama,TAMU,UA,3.4,5710000.0,CBS
89,09-15-201803_ALA,UA@OM09-15-2018,755,03_ALA,Hubert Owens,Stan Weihe,Chuck Rice,Chad Green,Martin Hankins,Greg Thomas,Mike Boshers,Jason Mcarthur,Jason Mcarthur,OM,Mississippi (Ole Miss),UA,Alabama,2018-09-15,"Oxford, Miss.",Vaught-Hemingway,6:08 PM,9:26 PM,3:18,62919,92,,,0,Y,0,Y,7,1-Feb,character(0),8,67,1,1,37,115,136,21,0,21,7,22,2,133,1,75,4,16,62,Mar-00,1,8,60,1,1,44,210,229,19,3,43,19,28,1,306,4,79,1,7,OM-UA,OM,UA,50,1,51,0,WEST,0,Mississippi (Ole Miss) vs Alabama,character(0),1,0,9/15/18,Alabama @ Ole Miss,Alabama-Mississippi (Ole Miss)09-15-2018,Alabama,Mississippi (Ole Miss),UA,OM,,4109351.0,ESPN
91,09-15-2018LA02,ULLAF@MS09-15-2018,757,LA02,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Grantis Bell,Jeff Bates,Keith Dollar,Scott Walker,Scott Walker,MS,Mississippi State,ULLAF,Louisiana at Lafayette,2018-09-15,"Starkville, Miss.",Davis Wade Stadium,6:40 PM,9:37 PM,2:57,56505,86,N @ 6,clear skies,0,character(0),0,Y,56,Mar-00,16,3,15,0,0,47,331,358,27,6,36,16,24,1,276,2,44,2,16,10,1-Jan,character(0),4,25,1,0,26,65,84,19,0,15,23,34,1,245,1,41,2,12,MS-ULLAF,MS,ULLAF,16,50,66,0,0,0,Mississippi State vs Louisiana-Lafayette,16,character(0),0,9/15/18,Louisiana @ Mississippi State (Moved from SECN to E2),#REF!,Louisiana-Lafayette,Mississippi State,ULLAF,MS,,260602.0,ESPN2
92,09-15-2018AU03,LSU@AU09-15-2018,758,AU03,John McDaid,Tom Quick,Chad Lorance,Gary Jayroe,Jimmy Russell,P. Davenport,Alex Moore,Brian Davis,Brian Davis,AU,Auburn,LSU,LSU,2018-09-15,"Auburn, AL",Jordan-Hare,2:39 PM,6:11 PM,3:32,86787,93,N 10 mph,Partly Cloudy,0,Y,0,character(0),21,1-Feb,7,9,111,0,0,38,130,156,26,2,19,16,28,2,198,1,33,1,8,22,Mar-00,12,9,91,0,0,42,121,135,14,1,11,15,35,0,249,1,71,1,3,AU-LSU,AU,LSU,7,12,19,0,WEST,0,Auburn vs LSU,7,12,0,9/15/18,LSU @ Auburn,LSU-Auburn09-15-2018,LSU,Auburn,LSU,AU,3.5,5990000.0,CBS
102,09-08-201802UA-ASU,ARSTU@UA09-08-2018,745,02UA-ASU,Marc Curles,Rick Lowe,Chuck Rice,Randall Kizer,Matt Hollifield,Wes Booker,Eduardo Balbis,Chris Garner,Chris Garner,UA,Alabama,ARSTU,Arkansas State,2018-09-08,"Tuscaloosa, Ala.",Bryant-Denny Stadium,2:40 PM,6:06 PM,3:26,100495,89,SSW@7mph,"Partly Cloudy, Hot",0,character(0),0,character(0),57,Feb-00,1,4,35,2,1,44,278,289,11,1,26,20,29,0,321,6,58,1,7,7,1-Jan,character(0),10,84,0,0,31,173,185,12,0,40,22,51,1,218,1,26,2,10,ARSTU-UA,ARSTU,UA,1,50,51,0,0,0,Arkansas State vs Alabama,1,character(0),0,9/8/18,Arkansas State @ Alabama,Arkansas State-Alabama09-08-2018,Arkansas State,Alabama,ARSTU,UA,,1662808.0,ESPN2
103,09-08-2018CU0908,CU@TAMU09-08-2018,746,CU0908,Stuart Mullins,Johnnie Forte,Steve Matarante,Steve Clein,Robert Luklan,Milton Britton,George Liotus,Jeff Tomlin,Jeff Tomlin,TAMU,Texas A&M,CU,Clemson,2018-09-08,"College Station, TX",Kyle Field,6:06 PM,9:37 PM,3:31,104794,81,West @ 6,Rain in the area.,0,character(0),0,Y,26,1-Jan,character(0),5,32,3,2,32,71,112,41,0,23,23,40,0,430,3,69,4,19,28,Feb-00,character(0),4,49,2,0,32,115,147,32,2,28,17,27,0,298,2,64,1,8,CU-TAMU,CU,TAMU,50,50,100,0,0,0,Clemson vs Texas A&M,,2,1,9/8/18,Clemson @ Texas A&M,Clemson-Texas A&M09-08-2018,Clemson,Texas A&M,CU,TAMU,,4485656.0,ESPN
105,09-08-2018SC-02,UGA@SCAR09-08-2018,748,SC-02,Matt Loeffler,Stan Welhe,Michael Shirey,Gus Morris III,Tra Boger,Bobby Ables,Jesse Dupuy,Wayne Winkler,Wayne Winkler,SCAR,South Carolina,UGA,Georgia,2018-09-08,"Columbia, S.C.",Williams-Brice Stad.,3:39 p.m,6:54,3:15,83140,92,SE 5 mph,Sunny,0,Y,0,character(0),17,1-Jan,24,3,40,1,0,20,54,63,9,0,11,31,48,2,282,2,44,1,3,41,Feb-00,3,4,47,1,0,52,271,295,24,3,30,16,19,1,202,1,42,2,14,SCAR-UGA,SCAR,UGA,24,3,27,EAST,0,0,South Carolina vs Georgia,24,3,0,9/8/18,Georgia @ South Carolina,Georgia-South Carolina09-08-2018,Georgia,South Carolina,UGA,SCAR,2.3,3780000.0,CBS
109,09-08-2018LS02,SELAU@LSU09-08-2018,752,LS02,James Carter,Brent Sowell,Time Beard,Ralph Green,Dax Hill,J. Middlebrooks,Glen Fucik,Paul Schardein,Paul Schardein,LSU,LSU,SELAU,Southeastern Louisiana,2018-09-08,"Baton Rouge, La.",Tiger Stadium,6:05,9:08,3:03,96883,90,SW 8 MPH,Fair,0,character(0),0,Y,31,Feb-00,11,7,84,0,0,35,184,194,10,2,42,10,20,0,151,2,40,2,10,0,0-2,character(0),9,45,2,2,42,65,137,72,0,25,23,34,1,189,0,25,5,44,LSU-SELAU,LSU,SELAU,11,50,61,0,0,0,LSU vs Southeastern Louisiana,11,character(0),0,9/8/18,SELA @ LSU,SELA-LSU09-08-2018,SELA,LSU,SELAU,LSU,,857857.0,ESPN2
111,09-08-2018WYO-MIZ,WY@MIZZU09-08-2018,754,WYO-MIZ,Mike Cuttone,Tom Pontarelli,Matt Mount,Bret Bascue,Brian Wirfel,Glenn Crowther,Charlie Hurd,Kevin Kiley,Kevin Kiley,MIZZU,Missouri,WY,Wyoming,2018-09-08,"Columbia, Mo.",Faurot Field,6:07 PM,9:25,3:18,50820,65,12 NNE,Cloudy with rain,0,character(0),0,Y,40,Feb-00,character(0),8,79,1,1,46,203,207,4,1,27,33,45,0,398,4,36,0,0,13,2-Jan,character(0),3,17,1,1,30,88,108,20,1,23,13,28,0,160,0,55,2,17,MIZZU-WY,MIZZU,WY,50,50,100,0,0,0,Missouri vs Wyoming,character(0),character(0),1,9/8/18,Wyoming @ Missouri,Wyoming-Missouri09-08-2018,Wyoming,Missouri,WY,MIZZU,,242567.0,ESPNU
112,09-02-2018UM0902,MIAMI@LSU09-02-2018,742,UM0902,Mike Defee,Robert Richeson,Derek Anderson,Al Green,Terry Jones,Nick Lave,Lo VanPham,Marvel July,Marvel July,LSU,LSU,MIAMI,Miami (FL),2018-09-02,"Arlington, Texas",AT&T Stadium,6:42 PM,10:27,3:45,68841,72,,Indoors,0,character(0),1,Y,33,Jan-00,25,6,62,0,0,41,156,179,23,2,50,11,24,0,140,0,37,2,2,17,0-1,8,11,85,0,0,34,83,124,41,1,17,15,35,2,259,1,50,4,36,LSU-MIAMI,LSU,MIAMI,25,8,33,0,0,0,LSU vs Miami (FL),25,8,0,9/2/18,Miami @ LSU [ABC],Miami (FL)-LSU09-02-2018,Miami (FL),LSU,MIAMI,LSU,,6647153.0,ABC
113,09-01-2018UGA1801,APSU@UGA09-01-2018,730,UGA1801,James Carter,Russ Pulley,Tim Beard,Johnny Crawford,Dax Hill,J. Taylor,Glen Fucik,Wayne Winkler,Wayne Winkler,UGA,Georgia,APSU,Austin Peay,2018-09-01,"Athens, Ga.",Sanford Stadium,3:35,6:43,3:08,92746,92,3 VBL,Partly cloudy,0,character(0),0,character(0),45,Jan-00,3,3,40,1,1,33,284,288,4,3,72,21,27,0,224,3,59,0,0,0,0-1,character(0),3,15,3,1,29,91,111,20,0,14,13,21,0,61,0,12,0,0,APSU-UGA,APSU,UGA,3,50,53,0,0,0,Austin Peay vs Georgia,3,character(0),0,9/1/18,Austin Peay @ Georgia,Austin Peay-Georgia09-01-2018,Austin Peay,Georgia,APSU,UGA,,1193213.0,ESPN
114,09-01-2018CMU-KY,CMU@UK09-01-2018,731,CMU-KY,Matt Loeffler,Stan Weihe,Michael Shirey,Gus Morris III,Tra Boger,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,UK,Kentucky,CMU,Central Michigan,2018-09-01,"Lexington, Ky.",Kroger Field,3:33pm,6:58,3:25,49138,82,S 6mph,Partly sunny,0,character(0),0,character(0),35,Jan-00,character(0),3,40,5,2,43,299,299,0,4,55,15,27,2,128,1,24,1,0,20,0-1,character(0),12,106,1,0,39,118,146,28,1,17,17,27,0,137,0,34,2,16,CMU-UK,CMU,UK,50,50,100,0,0,0,Central Michigan vs Kentucky,character(0),character(0),0,9/1/18,Central Michigan @ Kentucky,Central Michigan-Kentucky09-01-2018,Central Michigan,Kentucky,CMU,UK,,339684.0,ESPNU
121,09-01-2018MS0901,SFA@MS09-01-2018,738,MS0901,Steve Marlowe,Rick Lowe,Walter Flowers,John Langlois,Matt Hollifield,Chris Jamison,M. Williams,Lee Hedrick,Lee Hedrick,MS,Mississippi State,SFA,Stephen F. Austin,2018-09-01,"Starkville, Miss.",Davis Wade Stadium,6:30 PM,10:20 PM,3:50,54289,85,SE @ 8,Partly cloudy,0,character(0),0,Y,63,Jan-00,18,7,80,2,0,37,220,249,29,4,25,15,34,0,398,5,84,0,0,6,0-1,character(0),9,56,1,0,41,77,134,57,0,18,15,37,1,177,0,26,4,29,MS-SFA,MS,SFA,18,50,68,0,0,0,Mississippi State vs Stephen F. Austin,18,character(0),0,9/1/18,SFA @ Mississippi State,SFA-Mississippi State09-01-2018,SFA,Mississippi State,SFA,MS,,182712.0,ESPNU
124,09-01-2018BELKKICK,WVU@TENN09-01-2018,741,BELKKICK,Gary Patterson,Terrance Ramsey,Brian Sakowski,Michael Kelley,Scott Prewitt,Harry Tyson,Jim Corpora,Donald Yates,Donald Yates,TENN,Tennessee,WVU,West Virginia,2018-09-01,"Charlotte, NC",Bank of America,3:39 PM,7:39,4:00,66793,89,ESE4,"Sunny, hot",0,character(0),1,character(0),14,0-1,character(0),6,48,1,0,38,129,165,36,1,30,19,25,0,172,1,22,1,7,40,Jan-00,character(0),4,35,1,1,27,118,124,6,0,22,25,34,0,429,5,59,2,4,TENN-WVU,TENN,WVU,50,50,100,0,0,0,Tennessee vs West Virginia,,17,0,9/1/18,West Virginia @ Tennessee,West Virginia-Tennessee09-01-2018,West Virginia,Tennessee,WVU,TENN,1.6,2680000.0,CBS
136,12-02-2017SEC2017,UGA@AU12-02-2017,718,SEC2017,John McDaid,Tom Quick,Chad Lorance,Gary Jayroe,Martin Hankins,Greg Thomas,Chad Hill,Tra Boger,Tra Boger,AU,Auburn,UGA,Georgia,2017-12-02,"Atlanta, GA",Mercedes-Benz Stdm,4:12 PM,7:32 PM,3:20,76534,0,,Roof Closed,0,character(0),1,character(0),7,3-Oct,4,5,39,2,2,31,114,143,29,0,15,16,32,0,145,1,29,3,24,28,1-Dec,6,7,91,1,0,41,238,259,21,1,64,16,22,0,183,2,34,2,13,AU-UGA,AU,UGA,4,6,10,0,0,0,Auburn vs Georgia,4,6,0,12/2/17,Georgia vs. Auburn,Georgia-Auburn12-02-2017,Georgia,Auburn,UGA,AU,8.0,13470000.0,CBS
137,11-25-2017AU12,UA@AU11-25-2017,712,AU12,Matt Loeffler,Stan Weihe,Michael Taylor,Tim Sistrunk,Tony Josselyn,Bobby Ables,Jesse Dupuy,Chris Snead,Chris Snead,AU,Auburn,UA,Alabama,2017-11-25,"Auburn, AL",Jordan-Hare,2:41 PM,5:58 PM,3:17,87451,63,6 mph W,Mostly cloudy,0,Y,0,character(0),26,2-Oct,6,4,40,1,1,49,168,192,24,2,16,22,29,0,240,1,25,1,4,14,1-Nov,1,9,65,3,1,38,211,227,16,1,31,13,23,0,103,1,36,2,11,AU-UA,AU,UA,6,1,7,0,WEST,0,Auburn vs Alabama,6,1,0,11/25/17,Alabama @ Auburn,Alabama-Auburn11-25-2017,Alabama,Auburn,UA,AU,7.6,13720000.0,CBS
138,11-25-2017SC-12,CU@SCAR11-25-2017,713,SC-12,Jeff Heaser,Mark Wilson,Rich Misner,Michael Kelley,Jacques Hooper,C. Daugherty,Jerry Hocker,Jeff Tomlin,Jeff Tomlin,SCAR,South Carolina,CU,Clemson,2017-11-25,"Columbia, S.C.",Williams-Brice Stad.,7:40 PM,10:43 PM,3:43,82908,57,WSW 3mph,Partly cloudy,0,character(0),0,Y,10,4-Aug,character(0),9,76,1,0,25,81,92,11,0,12,16,29,2,126,1,38,1,4,34,1-Nov,character(0),2,25,1,0,45,184,193,9,2,13,25,38,2,285,2,61,1,4,CU-SCAR,CU,SCAR,50,50,100,0,0,0,Clemson vs South Carolina,,4,0,11/25/17,Clemson @ South Carolina,Clemson-South Carolina11-25-2017,Clemson,South Carolina,CU,SCAR,,4032389.0,ESPN
139,11-25-2017UF-FSU,FSU@UF11-25-2017,714,UF-FSU,Matt Austin,Rodney Lawary,Michael Shirey,Chad Green,Jimmy Russell,Blake Parks,Bobby Moreau,Paul Schardein,Paul Schardein,UF,Florida,FSU,Florida State,2017-11-25,"Gainesville, Fla.",BHG Stadium,12:02 PM,3:29 PM,3:37,89066,68,WNW2,"Sunny, Humid. 51%",0,character(0),0,character(0),22,7-Apr,character(0),4,50,1,1,34,96,132,36,1,14,18,39,3,184,2,23,5,26,38,6-May,character(0),7,55,0,0,34,88,120,32,1,16,10,21,1,128,2,39,2,13,FSU-UF,FSU,UF,50,50,100,0,0,0,Florida State vs Florida,character(0),character(0),0,11/25/17,Florida State @ Florida,Florida State-Florida11-25-2017,Florida State,Florida,FSU,UF,,2055936.0,ESPN
143,11-24-2017AR112417,MIZZU@AR11-24-2017,711,AR112417,Hubert Owens,Walt Hill,Tim Beard,GA Gus Morris,Martin Hankins,Greg Thomas,Chad Hill,Jason Mcarthur,Jason Mcarthur,AR,Arkansas,MIZZU,Missouri,2017-11-24,"Fayetteville, Ark.",DWRRS,1:39 PM,5:30 PM,3:51,64529,71,ESE @ 2,Partly Cloudy,0,Y,0,character(0),45,8-Apr,character(0),8,76,0,0,31,133,149,16,4,28,14,30,1,313,2,65,2,8,48,5-Jul,character(0),10,77,0,0,60,248,268,20,1,34,25,42,2,448,5,56,3,18,AR-MIZZU,AR,MIZZU,50,50,100,0,0,INTER,Arkansas vs Missouri,character(0),character(0),0,11/24/17,Missouri @ Arkansas,Missouri-Arkansas11-24-2017,Missouri,Arkansas,MIZZU,AR,1.6,2510000.0,CBS
144,11-23-2017MS1123,OM@MS11-23-2017,710,MS1123,John McDaid,Russ Pulley,Chad Lorance,Gary Joyce,John Wright,Phil Davenport,Chris Conley,Brian Davis,Brian Davis,MS,Mississippi State,OM,Mississippi (Ole Miss),2017-11-23,"Starkville, Miss.",Davis Wade Stadium,6:31 PM,10:13 PM,3:42,59345,45,1 @ N,Clear Skies,0,Y,0,Y,28,4-Aug,14,9,88,3,3,62,294,334,40,2,32,14,32,2,207,1,32,3,22,31,6-Jun,character(0),13,121,1,1,32,108,158,50,2,46,10,22,1,247,2,77,4,36,MS-OM,MS,OM,14,50,64,0,WEST,0,Mississippi State vs Mississippi (Ole Miss),14,character(0),0,11/23/17,Ole Miss @ Mississippi State,Mississippi (Ole Miss)-Mississippi State11-23-2017,Mississippi (Ole Miss),Mississippi State,OM,MS,,2467643.0,ESPN
145,11-18-2017UGA1711,UK@UGA11-18-2017,701,UGA1711,Hubert Owens,Rick Lowe,Michael Taylor,Chad Green,Martin Hankins,Greg Thomas,Chris Conley,Jason McArthur,Jason McArthur,UGA,Georgia,UK,Kentucky,2017-11-18,"Athens, Ga.",Sanford Stadium,3:45,6:51,3:06,92746,68,9 SW,Overcast,0,Y,0,character(0),42,1-Oct,character(0),7,59,0,0,44,381,389,8,5,55,9,14,1,123,1,27,1,3,13,4-Jul,character(0),2,30,1,0,37,124,137,13,1,12,12,23,1,138,0,45,3,13,UGA-UK,UGA,UK,50,50,100,EAST,0,0,Georgia vs Kentucky,7,,0,11/18/17,Kentucky @ Georgia,Kentucky-Georgia11-18-2017,Kentucky,Georgia,UK,UGA,2.1,3410000.0,CBS
146,11-18-2017UT1118,LSU@TENN11-18-2017,702,UT1118,Matt Loeffler,Stan Weihe,Michael Shirey,GA Gus Morris,Tony Josselyn,Mike Boshers,Chad Hill,Chris Snead,Chris Snead,TENN,Tennessee,LSU,LSU,2017-11-18,"Knoxville, Tenn.",Neyland Stadium,7:10 PM,10:20 PM,3:10,96888,66,SSW 18,Cloudy,0,Y,0,Y,10,7-Apr,character(0),5,26,5,2,34,38,65,27,0,9,14,25,0,249,1,60,2,11,30,3-Aug,20,1,9,0,0,43,200,212,12,4,36,11,15,0,81,0,16,1,4,LSU-TENN,LSU,TENN,50,20,70,0,0,INTER,LSU vs Tennessee,character(0),20,0,11/18/17,LSU @ Tennessee,LSU-Tennessee11-18-2017,LSU,Tennessee,LSU,TENN,,2945998.0,ESPN
149,11-18-2017AR111817,MS@AR11-18-2017,705,AR111817,Marc Curles,Brent Sowell,Chris Coway,Randall Kizer,Grantis Bell,Wes Booker,Chris Jamison,Steve Marlowe,Steve Marlowe,AR,Arkansas,MS,Mississippi State,2017-11-18,"Fayetteville, Ark.",DWRRS,11:09am,2:27pm,3:18,64153,49,NW 22mph,cloudy,0,Y,0,character(0),21,7-Apr,character(0),4,35,3,1,34,97,136,39,2,13,12,18,0,124,0,24,4,21,28,3-Aug,16,4,47,4,2,48,195,223,28,2,25,12,23,0,153,2,37,2,15,AR-MS,AR,MS,50,16,66,0,WEST,0,Arkansas vs Mississippi State,character(0),16,0,11/18/17,Mississippi State @ Arkansas,Mississippi State-Arkansas11-18-2017,Mississippi State,Arkansas,MS,AR,1.1,1690000.0,CBS
150,11-18-2017GM11_TAM,TAMU@OM11-18-2017,706,GM11_TAM,Matt Austin,Rodney Lawary,Chuck Rice,Tim Sistrunk,Jimmy Russell,Blake Parks,Glen Fucik,Paul Schardein,Paul Schardein,OM,Mississippi (Ole Miss),TAMU,Texas A&M,2017-11-18,"Oxford, Miss.",Vaught-Hemingway,6:05,9:43,3:38,55880,55,NW 15mph,Cloudy,0,Y,0,Y,24,6-May,character(0),13,102,1,1,39,202,239,37,1,64,19,34,1,189,2,30,3,30,31,4-Jul,character(0),7,65,0,0,44,119,135,16,2,43,19,32,1,272,1,47,1,4,OM-TAMU,OM,TAMU,50,50,100,0,WEST,0,Mississippi (Ole Miss) vs Texas A&M,character(0),character(0),0,11/18/17,Texas A&M @ Ole Miss,Texas A&M-Mississippi (Ole Miss)11-18-2017,Texas A&M,Mississippi (Ole Miss),TAMU,OM,,1516056.0,ESPN2
152,11-18-2017AU11,ULM@AU11-18-2017,708,AU11,Ken Williamson,Wally Hough,Mickey Bryson,Lane Thomas,Scott Vaughn,Jeff Batts,Rob Skelton,Tra Boger,Tra Boger,AU,Auburn,ULM,Louisiana at Monroe,2017-11-18,"Auburn, AL",Jordan-Hare,11:01 AM,2:12 PM,3:11,82133,65,13 mph S,Cloudy,0,character(0),0,character(0),42,2-Sep,6,5,41,3,1,48,317,326,9,3,62,18,24,1,235,2,50,0,0,14,6-Apr,character(0),3,14,2,1,41,116,140,24,1,17,16,36,2,217,1,70,2,13,AU-ULM,AU,ULM,6,50,56,0,0,0,Auburn vs Louisiana-Monroe,6,character(0),0,11/18/17,Louisiana-Monroe @ Auburn,Louisiana-Monroe-Auburn11-18-2017,Louisiana-Monroe,Auburn,ULM,AU,,526059.0,ESPN2
154,11-11-2017MS1111,UA@MS11-11-2017,693,MS1111,Ken Williamson,Rick Lowe,Mickey Bryson,Lane Thomas,Grantis Bell,Jeff Bates,Rob Skelton,Tra Boger,Tra Boger,MS,Mississippi State,UA,Alabama,2017-11-11,"Starkville, Miss.",Davis Wade Stadium,6:01 PM,9:29 PM,3:28,61344,54,ESE @ 2,Clear skies,0,Y,0,Y,24,3-Jul,16,4,30,0,0,49,172,190,18,3,13,13,24,0,158,0,25,1,10,31,Oct-00,2,5,60,1,0,38,202,232,30,3,48,10,19,0,242,1,63,5,22,MS-UA,MS,UA,16,2,18,0,WEST,0,Mississippi State vs Alabama,16,2,0,11/11/17,Alabama @ Mississippi State,Alabama-Mississippi State11-11-2017,Alabama,Mississippi State,UA,MS,,7031111.0,ESPN
155,11-11-2017LS10,AR@LSU11-11-2017,694,LS10,James Carter,Russ Pulley,Tim  Beard,Johnny Crawford,Wayne Gautney,J. Taylor,A. Jeffries,Brian Davis,Brian Davis,LSU,LSU,AR,Arkansas,2017-11-11,"Baton Rouge, La.",Tiger Stadium,11:02,2:06,3:04,98546,68,5mph ENE,Sunny,0,Y,0,character(0),33,3-Jul,character(0),5,40,1,0,39,198,220,22,3,33,11,16,0,217,2,68,2,15,10,6-Apr,character(0),5,59,2,0,34,142,154,12,1,21,16,33,1,176,0,33,1,8,AR-LSU,AR,LSU,50,50,100,0,WEST,0,Arkansas vs LSU,character(0),character(0),0,11/11/17,Arkansas @ LSU,Arkansas-LSU11-11-2017,Arkansas,LSU,AR,LSU,,2032011.0,ESPN
